#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id 2	node2_external_id 2	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Cd74	H2-DMa	5029925	5021450	ENSMUSP00000095171	ENSMUSP00000037088	0	0	0	0	0.688	0.200	0.900	0.536	0.986
H2-Eb1	H2-Aa	5027110	5022978	ENSMUSP00000074143	ENSMUSP00000046105	0	0	0	0.659	0.793	0.200	0.900	0.772	0.986
Sart1	Sf3b2	5023196	5018354	ENSMUSP00000047397	ENSMUSP00000025774	0	0	0	0	0.213	0.762	0.900	0.374	0.986
Jak1	Socs3	5031105	5025071	ENSMUSP00000099842	ENSMUSP00000059129	0	0	0	0	0.082	0.518	0.900	0.723	0.986
Cox6a1	Uqcr11	5023246	5016898	ENSMUSP00000047661	ENSMUSP00000020372	0	0	0	0	0.937	0.626	0	0.430	0.985
Fnbp1	Itsn2	5032868	5024077	ENSMUSP00000109190	ENSMUSP00000052758	0	0	0	0	0.061	0.761	0.900	0.438	0.985
Prpf40a	Snrnp70	5027373	5027114	ENSMUSP00000075655	ENSMUSP00000074160	0	0	0	0	0.151	0.686	0.900	0.516	0.985
Ssrp1	Supt5	5027581	5015657	ENSMUSP00000076971	ENSMUSP00000003527	0	0	0	0	0.124	0.126	0.900	0.825	0.984
Rpl35	Rpl36	5028024	5027972	ENSMUSP00000079672	ENSMUSP00000079340	0	0	0	0	0.871	0.632	0.540	0.374	0.984
Ssrp1	Paf1	5027581	5015658	ENSMUSP00000076971	ENSMUSP00000003529	0	0	0	0	0.155	0.772	0.900	0.306	0.984
Uqcr10	Ndufa4	5024399	5020052	ENSMUSP00000054856	ENSMUSP00000031637	0	0	0	0	0.659	0	0.900	0.568	0.984
Rpl3	Rpl35	5028126	5028024	ENSMUSP00000080354	ENSMUSP00000079672	0.098	0	0	0	0.739	0.735	0.720	0.261	0.984
Gda	Aprt	5028659	5015979	ENSMUSP00000084882	ENSMUSP00000006764	0.144	0	0	0	0	0	0.900	0.818	0.983
Tceb2	Tceb3	5026018	5019674	ENSMUSP00000066210	ENSMUSP00000030427	0	0	0	0	0	0.257	0.900	0.794	0.983
Eif3a	Rps11	5018416	5015656	ENSMUSP00000025955	ENSMUSP00000003521	0	0	0	0	0.211	0.751	0.900	0.265	0.983
Rpl29	Rpl18a	5028103	5024944	ENSMUSP00000080203	ENSMUSP00000058368	0	0	0	0	0.537	0.630	0.900	0.137	0.983
U2surp	Prpf40a	5027844	5027373	ENSMUSP00000078602	ENSMUSP00000075655	0	0	0	0	0.652	0.263	0.900	0.427	0.983
Ndufa4	Ndufa1	5020052	5016461	ENSMUSP00000031637	ENSMUSP00000016571	0	0	0	0	0.680	0	0.900	0.510	0.983
Supt16	Paf1	5022348	5015658	ENSMUSP00000042283	ENSMUSP00000003529	0	0	0	0	0.069	0.770	0.900	0.270	0.982
Rps19	Rplp0	5031943	5028544	ENSMUSP00000104067	ENSMUSP00000083705	0.170	0	0	0	0.872	0.801	0	0.256	0.982
Ndufc1	Ndufa4	5021679	5020052	ENSMUSP00000038463	ENSMUSP00000031637	0	0	0	0	0.667	0	0.900	0.488	0.981
Chd3	Chd4	5031994	5025210	ENSMUSP00000104301	ENSMUSP00000060054	0	0	0	0.971	0.100	0.805	0.900	0.831	0.981
Eif3a	Rps5	5018416	5015759	ENSMUSP00000025955	ENSMUSP00000004554	0	0	0	0	0.275	0.761	0.900	0.055	0.981
Rps25	Eif3a	5027947	5018416	ENSMUSP00000079180	ENSMUSP00000025955	0	0	0	0	0.186	0.772	0.900	0.057	0.980
Cox6a1	Cox8a	5023246	5022079	ENSMUSP00000047661	ENSMUSP00000040717	0	0	0	0	0.907	0	0.540	0.573	0.980
Prpf40a	Sart1	5027373	5023196	ENSMUSP00000075655	ENSMUSP00000047397	0	0	0	0	0.138	0.689	0.900	0.360	0.980
Dnaja1	Hsp90ab1	5019579	5018045	ENSMUSP00000030118	ENSMUSP00000024739	0	0	0	0	0.195	0.393	0.900	0.627	0.979
Rps19	Eif3a	5031943	5018416	ENSMUSP00000104067	ENSMUSP00000025955	0	0	0	0	0.185	0.757	0.900	0	0.978
Hectd1	Trip12	5036330	5018802	ENSMUSP00000136449	ENSMUSP00000027421	0	0	0	0.575	0.726	0	0.900	0.625	0.978
Rpl35	Rpl18a	5028024	5024944	ENSMUSP00000079672	ENSMUSP00000058368	0	0	0	0	0.749	0.678	0.720	0.175	0.978
Atp6v0e	Atp6v0b	5034926	5023254	ENSMUSP00000127552	ENSMUSP00000047682	0	0	0	0	0.212	0	0.900	0.731	0.977
Paf1	Supt5	5015658	5015657	ENSMUSP00000003529	ENSMUSP00000003527	0	0	0	0	0.126	0.694	0.900	0.271	0.977
Hspa1b	St13	5035960	5035408	ENSMUSP00000133815	ENSMUSP00000130195	0	0	0	0	0.122	0.159	0.900	0.732	0.977
H2-Aa	H2-DMa	5022978	5021450	ENSMUSP00000046105	ENSMUSP00000037088	0	0	0	0.752	0.467	0.544	0.900	0.667	0.977
Usmg5	Atp5k	5029742	5023828	ENSMUSP00000093713	ENSMUSP00000051222	0	0	0	0	0.779	0	0.900	0	0.976
Dync1h1	Dynll1	5016639	5016112	ENSMUSP00000018851	ENSMUSP00000009157	0	0	0	0	0	0.622	0.800	0.711	0.976
Rpl35	Rps11	5028024	5015656	ENSMUSP00000079672	ENSMUSP00000003521	0.164	0	0	0	0.874	0.741	0	0.225	0.976
Eif4a1	Rps5	5034839	5015759	ENSMUSP00000127034	ENSMUSP00000004554	0	0	0	0	0.658	0.096	0.900	0.299	0.975
Uqcr10	Cox6a1	5024399	5023246	ENSMUSP00000054856	ENSMUSP00000047661	0	0	0	0	0.851	0.587	0.540	0.234	0.975
Eif4a1	Eif3a	5034839	5018416	ENSMUSP00000127034	ENSMUSP00000025955	0	0	0	0	0.154	0.445	0.900	0.548	0.975
Rplp0	Rpl35	5028544	5028024	ENSMUSP00000083705	ENSMUSP00000079672	0.098	0	0	0	0.667	0.653	0.720	0.263	0.974
Cd14	Tyrobp	5024683	5020344	ENSMUSP00000056669	ENSMUSP00000032800	0	0	0	0	0.677	0	0.900	0.260	0.974
Snrnp70	Sart1	5027114	5023196	ENSMUSP00000074160	ENSMUSP00000047397	0	0	0	0	0.062	0.608	0.900	0.397	0.974
Rps24	Rplp0	5034648	5028544	ENSMUSP00000125977	ENSMUSP00000083705	0	0	0	0	0.830	0.800	0	0.309	0.974
Eif4b	Rps25	5034963	5027947	ENSMUSP00000127774	ENSMUSP00000079180	0	0	0	0	0.082	0.664	0.900	0.278	0.974
Uqcrq	Ndufa4	5024138	5020052	ENSMUSP00000053145	ENSMUSP00000031637	0	0	0	0	0.657	0.079	0.900	0.298	0.974
Rps16	Rpl18a	5031918	5024944	ENSMUSP00000103940	ENSMUSP00000058368	0	0	0	0	0.830	0.801	0	0.282	0.973
Srsf11	Pnisr	5033621	5019524	ENSMUSP00000113685	ENSMUSP00000029911	0	0	0	0	0.871	0.725	0	0.321	0.973
Ndufa7	Ndufa4	5021910	5020052	ENSMUSP00000039692	ENSMUSP00000031637	0	0	0	0	0.425	0.079	0.900	0.555	0.973
Uba52	Rpl29	5034113	5028103	ENSMUSP00000120096	ENSMUSP00000080203	0	0	0	0	0.410	0.543	0.900	0.085	0.972
Ndufa4	Ndufb8	5020052	5018490	ENSMUSP00000031637	ENSMUSP00000026222	0	0	0	0	0.633	0.079	0.900	0.281	0.972
Smarca4	Smarca2	5020945	5018387	ENSMUSP00000034707	ENSMUSP00000025862	0	0	0	0.978	0.050	0.728	0.900	0.801	0.972
Rpl35	Rps5	5028024	5015759	ENSMUSP00000079672	ENSMUSP00000004554	0.119	0	0	0	0.816	0.738	0	0.415	0.972
Cebpz	Gtpbp4	5018092	5017245	ENSMUSP00000024885	ENSMUSP00000021574	0	0	0	0	0.830	0.741	0	0.417	0.972
Atp6v0e	Atp6v1f	5034926	5015748	ENSMUSP00000127552	ENSMUSP00000004396	0	0	0	0	0.370	0	0.900	0.584	0.971
Eif3a	Rps9	5018416	5015940	ENSMUSP00000025955	ENSMUSP00000006496	0	0	0	0	0.254	0.544	0.900	0.227	0.970
Usmg5	Atp5j	5029742	5017869	ENSMUSP00000093713	ENSMUSP00000023608	0	0	0	0	0.873	0	0.720	0.193	0.969
Ubb	Psmb1	5016738	5016329	ENSMUSP00000019649	ENSMUSP00000014913	0	0	0	0	0.122	0.641	0.900	0.147	0.969
Rps19	Rpl35	5031943	5028024	ENSMUSP00000104067	ENSMUSP00000079672	0	0	0	0	0.821	0.741	0	0.382	0.969
Rps24	Rpl18a	5034648	5024944	ENSMUSP00000125977	ENSMUSP00000058368	0	0	0	0	0.815	0.798	0	0.226	0.968
Cox6a1	Ndufb7	5023246	5021491	ENSMUSP00000047661	ENSMUSP00000037341	0	0	0	0	0.893	0.544	0	0.398	0.968
Psme2	Psmb1	5034353	5016329	ENSMUSP00000123798	ENSMUSP00000014913	0	0	0	0	0.080	0.622	0.900	0.194	0.968
Fcer1g	Clec4n	5027898	5017993	ENSMUSP00000078875	ENSMUSP00000024118	0	0	0	0	0.342	0.069	0.900	0.550	0.968
Sf3b2	Ccar1	5018354	5016866	ENSMUSP00000025774	ENSMUSP00000020268	0	0	0	0	0.697	0	0.900	0	0.968
Uba52	Psmb1	5034113	5016329	ENSMUSP00000120096	ENSMUSP00000014913	0	0	0	0	0.119	0.627	0.900	0.162	0.968
Prpf40a	Sf3b2	5027373	5018354	ENSMUSP00000075655	ENSMUSP00000025774	0	0	0	0	0.221	0.264	0.900	0.511	0.968
Eif4b	Rps9	5034963	5015940	ENSMUSP00000127774	ENSMUSP00000006496	0	0	0	0	0.092	0.664	0.900	0.078	0.968
Eif3a	Rps18	5018416	5016094	ENSMUSP00000025955	ENSMUSP00000008812	0	0	0	0	0.168	0.635	0.900	0.042	0.967
Fcer1g	Tyrobp	5027898	5020344	ENSMUSP00000078875	ENSMUSP00000032800	0	0	0	0	0.893	0	0	0.702	0.967
Ifitm2	Cd81	5026667	5022580	ENSMUSP00000071470	ENSMUSP00000043768	0	0	0	0	0.061	0.545	0.900	0.335	0.967
Ndufb7	Cox5a	5021491	5015244	ENSMUSP00000037341	ENSMUSP00000000090	0	0	0	0	0.830	0.699	0	0.406	0.967
Rplp0	Rpl29	5028544	5028103	ENSMUSP00000083705	ENSMUSP00000080203	0	0	0	0	0.557	0.605	0.720	0.416	0.967
Rplp0	Rpl36	5028544	5027972	ENSMUSP00000083705	ENSMUSP00000079340	0	0	0	0	0.676	0.707	0.540	0.314	0.966
Atp6v0e	Atp6v1g1	5034926	5023452	ENSMUSP00000127552	ENSMUSP00000048770	0	0	0	0	0.254	0	0.900	0.585	0.966
Myl6	Myh9	5035131	5016470	ENSMUSP00000128803	ENSMUSP00000016771	0	0	0	0	0	0.354	0.900	0.529	0.966
Hnrnpa2b1	Dhx9	5033031	5021623	ENSMUSP00000110103	ENSMUSP00000038135	0	0	0	0	0.519	0.197	0.900	0.225	0.966
Rps16	Rpl35	5031918	5028024	ENSMUSP00000103940	ENSMUSP00000079672	0.098	0	0	0	0.818	0.741	0	0.274	0.965
Snrnp70	Ddx23	5027114	5015647	ENSMUSP00000074160	ENSMUSP00000003450	0.043	0	0	0	0.110	0.124	0.900	0.600	0.964
Rpl35	Rps25	5028024	5027947	ENSMUSP00000079672	ENSMUSP00000079180	0	0	0	0	0.815	0.740	0	0.315	0.964
Srsf11	Rbm25	5033621	5023404	ENSMUSP00000113685	ENSMUSP00000048470	0	0	0	0	0.775	0.697	0	0.525	0.964
Clip1	Dync1h1	5032498	5016639	ENSMUSP00000107192	ENSMUSP00000018851	0	0	0	0	0.116	0.354	0.900	0.448	0.964
Fcer1g	Clec4d	5027898	5020210	ENSMUSP00000078875	ENSMUSP00000032240	0	0	0	0	0.417	0.069	0.900	0.418	0.964
Eif4a1	Rps11	5034839	5015656	ENSMUSP00000127034	ENSMUSP00000003521	0	0	0	0	0.461	0.071	0.900	0.338	0.962
Hnrnpu	Dhx9	5023231	5021623	ENSMUSP00000047571	ENSMUSP00000038135	0	0	0	0	0.233	0.197	0.900	0.442	0.961
Tceb2	Wsb1	5026018	5016532	ENSMUSP00000066210	ENSMUSP00000017821	0	0	0	0	0	0.536	0.900	0.214	0.960
H3f3b	Ubn1	5031582	5025451	ENSMUSP00000102062	ENSMUSP00000061843	0	0	0	0	0	0.958	0	0.087	0.960
U2surp	Sart1	5027844	5023196	ENSMUSP00000078602	ENSMUSP00000047397	0	0	0	0	0.313	0.122	0.900	0.422	0.960
Atp5o	Cox5a	5017883	5015244	ENSMUSP00000023677	ENSMUSP00000000090	0	0	0	0	0.878	0.050	0	0.686	0.960
Ddx21	Gtpbp4	5022401	5017245	ENSMUSP00000042691	ENSMUSP00000021574	0	0	0	0	0.936	0.257	0	0.234	0.960
Snrnp70	Sf3b2	5027114	5018354	ENSMUSP00000074160	ENSMUSP00000025774	0	0	0	0	0.161	0.080	0.900	0.553	0.960
Ndufb7	Ndufa4	5021491	5020052	ENSMUSP00000037341	ENSMUSP00000031637	0	0	0	0	0.349	0.079	0.900	0.405	0.959
Sart1	Zmat2	5023196	5015406	ENSMUSP00000047397	ENSMUSP00000001419	0	0	0	0	0.061	0.794	0.540	0.590	0.958
Rps24	Rpl35	5034648	5028024	ENSMUSP00000125977	ENSMUSP00000079672	0	0	0	0	0.817	0.673	0	0.365	0.958
Srsf11	Snrnp70	5033621	5027114	ENSMUSP00000113685	ENSMUSP00000074160	0	0	0	0	0.089	0.434	0.900	0.259	0.956
Ndufb8	Cox5a	5018490	5015244	ENSMUSP00000026222	ENSMUSP00000000090	0	0	0	0	0.841	0.447	0	0.546	0.956
Pnisr	Luc7l3	5019524	5017139	ENSMUSP00000029911	ENSMUSP00000021226	0	0	0	0	0.901	0	0	0.577	0.956
Vcam1	Cybb	5019409	5016368	ENSMUSP00000029574	ENSMUSP00000015484	0	0	0	0	0.124	0	0.900	0.541	0.956
Clip1	Iqgap2	5032498	5026197	ENSMUSP00000107192	ENSMUSP00000067685	0	0	0	0	0.116	0.049	0.900	0.536	0.955
Srsf11	Prpf40a	5033621	5027373	ENSMUSP00000113685	ENSMUSP00000075655	0	0	0	0	0.251	0.051	0.900	0.449	0.955
Rbm5	Prpf40a	5036845	5027373	ENSMUSP00000138379	ENSMUSP00000075655	0	0	0	0	0.130	0	0.900	0.526	0.955
Sf3b2	Ddx23	5018354	5015647	ENSMUSP00000025774	ENSMUSP00000003450	0	0	0	0	0.153	0.156	0.900	0.441	0.954
Eif4b	Rps18	5034963	5016094	ENSMUSP00000127774	ENSMUSP00000008812	0	0	0	0	0.062	0.491	0.900	0.126	0.952
Ndufa7	Cox5a	5021910	5015244	ENSMUSP00000039692	ENSMUSP00000000090	0	0	0	0	0.793	0.600	0	0.466	0.951
Rpl41	Rps5	5036109	5015759	ENSMUSP00000135533	ENSMUSP00000004554	0	0	0	0	0.194	0	0.900	0.442	0.951
Snrnp70	Hnrnpu	5027114	5023231	ENSMUSP00000074160	ENSMUSP00000047571	0	0	0	0	0.263	0.135	0.900	0.332	0.951
Eif4b	Rps11	5034963	5015656	ENSMUSP00000127774	ENSMUSP00000003521	0	0	0	0	0.414	0.231	0.900	0.049	0.951
Ndufa13	Ndufa4	5032274	5020052	ENSMUSP00000105796	ENSMUSP00000031637	0	0	0	0	0.402	0.079	0.900	0.225	0.951
Prpf40a	Rbm25	5027373	5023404	ENSMUSP00000075655	ENSMUSP00000048470	0	0	0	0	0.443	0.721	0	0.704	0.950
Atp5k	Uqcr11	5023828	5016898	ENSMUSP00000051222	ENSMUSP00000020372	0	0	0	0	0.908	0	0	0.485	0.950
Tceb2	Trip12	5026018	5018802	ENSMUSP00000066210	ENSMUSP00000027421	0	0	0	0	0	0	0.900	0.517	0.949
Fcer1g	Cyba	5027898	5016519	ENSMUSP00000078875	ENSMUSP00000017604	0	0	0	0	0.411	0	0.900	0.188	0.948
H3f3b	Zmynd11	5031582	5025175	ENSMUSP00000102062	ENSMUSP00000059767	0	0	0	0	0.048	0.943	0	0.117	0.948
Lyz2	Cxcl2	5029184	5027242	ENSMUSP00000089801	ENSMUSP00000074885	0	0	0	0	0.177	0	0.900	0.420	0.948
Uba52	Usp8	5034113	5032322	ENSMUSP00000120096	ENSMUSP00000106046	0	0	0	0	0	0.433	0.900	0.142	0.947
Srsf11	Sart1	5033621	5023196	ENSMUSP00000113685	ENSMUSP00000047397	0	0	0	0	0.174	0.387	0.900	0.084	0.947
Fcer1g	Cybb	5027898	5016368	ENSMUSP00000078875	ENSMUSP00000015484	0	0	0	0	0.435	0	0.900	0.136	0.947
Uba52	Rpl35	5034113	5028024	ENSMUSP00000120096	ENSMUSP00000079672	0	0	0	0	0.522	0.612	0.720	0.115	0.947
Tuba1b	Tubb6	5027550	5015418	ENSMUSP00000076777	ENSMUSP00000001513	0	0	0	0.916	0.284	0.650	0.800	0.505	0.947
Rps16	Rpl29	5031918	5028103	ENSMUSP00000103940	ENSMUSP00000080203	0	0	0	0	0.659	0.717	0	0.495	0.947
Eif1	Rps5	5022214	5015759	ENSMUSP00000041538	ENSMUSP00000004554	0	0	0	0	0.191	0.889	0	0.448	0.946
Eif4a1	Rps25	5034839	5027947	ENSMUSP00000127034	ENSMUSP00000079180	0	0	0	0	0.206	0.072	0.900	0.353	0.946
Myo5a	Myh9	5033841	5016470	ENSMUSP00000116028	ENSMUSP00000016771	0	0	0	0.677	0.149	0.314	0.900	0.486	0.946
Rpl35	Rps9	5028024	5015940	ENSMUSP00000079672	ENSMUSP00000006496	0.119	0	0	0	0.746	0.738	0	0.176	0.945
Smarca4	Dnmt3a	5020945	5017067	ENSMUSP00000034707	ENSMUSP00000020991	0	0	0	0	0.060	0.046	0.900	0.465	0.945
St13	Hspa9	5035408	5018181	ENSMUSP00000130195	ENSMUSP00000025217	0	0	0	0	0.148	0.075	0.900	0.382	0.944
Rbm5	U2surp	5036845	5027844	ENSMUSP00000138379	ENSMUSP00000078602	0	0	0	0	0.203	0.324	0.900	0.084	0.944
Srek1	Pnisr	5027118	5019524	ENSMUSP00000074196	ENSMUSP00000029911	0	0	0	0	0.726	0.603	0	0.527	0.944
Cox6a1	Ndufa7	5023246	5021910	ENSMUSP00000047661	ENSMUSP00000039692	0	0	0	0	0.910	0	0	0.404	0.944
Rbm39	Pnisr	5032161	5019524	ENSMUSP00000105216	ENSMUSP00000029911	0	0	0	0	0.760	0.708	0	0.261	0.943
Rpl41	Rps9	5036109	5015940	ENSMUSP00000135533	ENSMUSP00000006496	0	0	0	0	0.173	0	0.900	0.370	0.943
Lgals3	Cd14	5033731	5024683	ENSMUSP00000114350	ENSMUSP00000056669	0	0	0	0	0.291	0	0.900	0.267	0.943
Rbm5	Ccar1	5036845	5016866	ENSMUSP00000138379	ENSMUSP00000020268	0	0	0	0	0.228	0.200	0.900	0.190	0.943
Atp5k	Ndufb7	5023828	5021491	ENSMUSP00000051222	ENSMUSP00000037341	0	0	0	0	0.882	0	0	0.540	0.943
Uqcrq	Atp5k	5024138	5023828	ENSMUSP00000053145	ENSMUSP00000051222	0	0	0	0	0.844	0	0	0.651	0.943
Paf1	Supt6	5015658	5015506	ENSMUSP00000003529	ENSMUSP00000002121	0	0	0	0	0.119	0.283	0.900	0.204	0.942
Smarca4	Brd7	5020945	5020734	ENSMUSP00000034707	ENSMUSP00000034085	0	0	0	0	0.146	0.346	0.600	0.772	0.942
Vcam1	Cyba	5019409	5016519	ENSMUSP00000029574	ENSMUSP00000017604	0	0	0	0	0.069	0	0.900	0.434	0.942
Srsf11	Rbm39	5033621	5032161	ENSMUSP00000113685	ENSMUSP00000105216	0	0	0	0	0.776	0.743	0	0.087	0.942
Hspa1b	Hspa9	5035960	5018181	ENSMUSP00000133815	ENSMUSP00000025217	0	0	0.447	0.928	0.158	0.316	0.900	0.803	0.942
Uba52	Ubb	5034113	5016738	ENSMUSP00000120096	ENSMUSP00000019649	0	0	0.224	0.953	0.152	0.932	0	0.508	0.942
Prpf40a	Ddx23	5027373	5015647	ENSMUSP00000075655	ENSMUSP00000003450	0	0	0	0	0.074	0.118	0.900	0.371	0.941
Rbm5	Ddx23	5036845	5015647	ENSMUSP00000138379	ENSMUSP00000003450	0	0	0	0	0.179	0.165	0.900	0.243	0.941
Dhx9	Ddx23	5021623	5015647	ENSMUSP00000038135	ENSMUSP00000003450	0	0	0	0	0.062	0.166	0.900	0.344	0.941
Atp5j	Cox5a	5017869	5015244	ENSMUSP00000023608	ENSMUSP00000000090	0	0	0	0	0.865	0	0	0.578	0.940
H2-D1	Calr	5036038	5015702	ENSMUSP00000134570	ENSMUSP00000003912	0	0	0	0	0	0.263	0.900	0.253	0.940
Lgals3	Tyrobp	5033731	5020344	ENSMUSP00000114350	ENSMUSP00000032800	0	0	0	0	0.270	0	0.900	0.250	0.940
Rpl41	Rpl37a	5036109	5025033	ENSMUSP00000135533	ENSMUSP00000058919	0	0	0	0	0.174	0	0.900	0.334	0.940
Hnrnpa2b1	Sf3b2	5033031	5018354	ENSMUSP00000110103	ENSMUSP00000025774	0	0	0	0	0.131	0.353	0.900	0.069	0.940
Dek	Baz1b	5017315	5015577	ENSMUSP00000021807	ENSMUSP00000002825	0	0	0	0	0.061	0.157	0.900	0.333	0.940
Srsf11	U2surp	5033621	5027844	ENSMUSP00000113685	ENSMUSP00000078602	0	0	0	0	0.430	0	0.900	0	0.940
Rbm25	Luc7l3	5023404	5017139	ENSMUSP00000048470	ENSMUSP00000021226	0	0	0	0	0.430	0.437	0	0.825	0.939
Eif4b	Rps5	5034963	5015759	ENSMUSP00000127774	ENSMUSP00000004554	0	0	0	0	0.192	0.180	0.900	0.195	0.939
Dhx9	Sf3b2	5021623	5018354	ENSMUSP00000038135	ENSMUSP00000025774	0	0	0	0	0.071	0.264	0.900	0.220	0.939
Srsf11	Hnrnpa2b1	5033621	5033031	ENSMUSP00000113685	ENSMUSP00000110103	0	0	0	0	0.178	0.098	0.900	0.276	0.939
Cd74	Ctsc	5029925	5020341	ENSMUSP00000095171	ENSMUSP00000032779	0	0	0	0	0.202	0.242	0.900	0.112	0.939
Iqgap1	Tln1	5035041	5019606	ENSMUSP00000128278	ENSMUSP00000030187	0	0	0	0	0.109	0	0.900	0.370	0.939
Rpl41	Rpl36	5036109	5027972	ENSMUSP00000135533	ENSMUSP00000079340	0	0	0	0	0.163	0	0.900	0.320	0.938
Rpl41	Rpl18	5036109	5031793	ENSMUSP00000135533	ENSMUSP00000103365	0	0	0	0	0.191	0	0.900	0.298	0.938
Atrx	Bptf	5032871	5031630	ENSMUSP00000109203	ENSMUSP00000102374	0	0	0	0	0.807	0.543	0	0.359	0.938
H2-D1	Tyrobp	5036038	5020344	ENSMUSP00000134570	ENSMUSP00000032800	0	0	0	0	0.161	0	0.900	0.324	0.938
Aff4	Supt5	5023869	5015657	ENSMUSP00000051479	ENSMUSP00000003527	0	0	0	0	0	0	0.900	0.408	0.938
Ndufb7	Atp5o	5021491	5017883	ENSMUSP00000037341	ENSMUSP00000023677	0	0	0	0	0.897	0	0	0.428	0.938
Eif4a1	Rps9	5034839	5015940	ENSMUSP00000127034	ENSMUSP00000006496	0.055	0	0	0	0.312	0.051	0.900	0.142	0.937
Eif1	Eif3a	5022214	5018416	ENSMUSP00000041538	ENSMUSP00000025955	0	0	0	0	0.062	0.618	0.600	0.618	0.937
Eif4b	Eif4g3	5034963	5028275	ENSMUSP00000127774	ENSMUSP00000081233	0	0	0	0	0.647	0.457	0	0.698	0.937
Rps25	Eif1	5027947	5022214	ENSMUSP00000079180	ENSMUSP00000041538	0	0	0	0	0.229	0.889	0	0.324	0.937
Cd14	Ly86	5024683	5017331	ENSMUSP00000056669	ENSMUSP00000021860	0	0	0	0	0.202	0	0.900	0.272	0.936
Eif4a1	Rps19	5034839	5031943	ENSMUSP00000127034	ENSMUSP00000104067	0	0	0	0	0.259	0.057	0.900	0.201	0.936
C5ar1	Cd14	5035368	5024683	ENSMUSP00000129972	ENSMUSP00000056669	0	0	0	0	0.221	0	0.900	0.254	0.936
Prpf40a	Ccar1	5027373	5016866	ENSMUSP00000075655	ENSMUSP00000020268	0	0	0	0	0.388	0	0.900	0	0.936
U2surp	Sf3b2	5027844	5018354	ENSMUSP00000078602	ENSMUSP00000025774	0	0	0	0	0.150	0	0.900	0.307	0.935
Ddx21	Baz1b	5022401	5015577	ENSMUSP00000042691	ENSMUSP00000002825	0	0	0	0	0.062	0.092	0.900	0.327	0.935
Srsf11	Sf3b2	5033621	5018354	ENSMUSP00000113685	ENSMUSP00000025774	0	0	0	0	0.126	0.197	0.900	0.195	0.935
Atp5j	Uqcr11	5017869	5016898	ENSMUSP00000023608	ENSMUSP00000020372	0	0	0	0	0.899	0	0	0.386	0.935
Rbm5	Srsf11	5036845	5033621	ENSMUSP00000138379	ENSMUSP00000113685	0	0	0	0	0.185	0.050	0.900	0.257	0.934
Cox6a1	Atp5o	5023246	5017883	ENSMUSP00000047661	ENSMUSP00000023677	0	0	0	0	0.891	0	0	0.417	0.934
Rpl41	Rps25	5036109	5027947	ENSMUSP00000135533	ENSMUSP00000079180	0	0	0	0	0.169	0	0.900	0.277	0.934
C5ar1	Tyrobp	5035368	5020344	ENSMUSP00000129972	ENSMUSP00000032800	0	0	0	0	0.259	0	0.900	0.187	0.934
Srek1	Rbm25	5027118	5023404	ENSMUSP00000074196	ENSMUSP00000048470	0	0	0	0.609	0.752	0.738	0	0.073	0.933
Snrnp70	Dhx9	5027114	5021623	ENSMUSP00000074160	ENSMUSP00000038135	0	0	0	0	0.216	0.133	0.900	0.132	0.933
Msn	Vcam1	5033503	5019409	ENSMUSP00000113071	ENSMUSP00000029574	0	0	0	0	0.071	0.197	0.800	0.606	0.933
C5ar1	Cxcl2	5035368	5027242	ENSMUSP00000129972	ENSMUSP00000074885	0	0	0	0	0.151	0	0.900	0.272	0.932
Hnrnpa2b1	Ccar1	5033031	5016866	ENSMUSP00000110103	ENSMUSP00000020268	0	0	0	0	0.193	0.050	0.900	0.219	0.932
Rbm5	Dhx9	5036845	5021623	ENSMUSP00000138379	ENSMUSP00000038135	0	0	0	0	0.062	0.201	0.900	0.201	0.932
Usmg5	Uqcrq	5029742	5024138	ENSMUSP00000093713	ENSMUSP00000053145	0	0	0	0	0.911	0	0	0.273	0.932
Prpf40a	Dhx9	5027373	5021623	ENSMUSP00000075655	ENSMUSP00000038135	0	0	0	0	0.122	0.155	0.900	0.198	0.932
Srsf11	Ccar1	5033621	5016866	ENSMUSP00000113685	ENSMUSP00000020268	0	0	0	0	0.348	0	0.900	0	0.932
Rpl41	Rpl29	5036109	5028103	ENSMUSP00000135533	ENSMUSP00000080203	0	0	0	0	0.129	0	0.900	0.278	0.931
Cd68	Cd63	5031990	5031352	ENSMUSP00000104294	ENSMUSP00000100862	0	0	0	0	0.114	0	0.900	0.287	0.931
Hnrnpa2b1	Prpf40a	5033031	5027373	ENSMUSP00000110103	ENSMUSP00000075655	0	0	0	0	0.115	0.238	0.900	0.096	0.930
Atp5k	Ndufa1	5023828	5016461	ENSMUSP00000051222	ENSMUSP00000016571	0	0	0	0	0.863	0	0	0.509	0.930
Lyz1	Ctsc	5029183	5020341	ENSMUSP00000089800	ENSMUSP00000032779	0	0	0	0	0.275	0	0.900	0.118	0.930
Hnrnpu	Sf3b2	5023231	5018354	ENSMUSP00000047571	ENSMUSP00000025774	0	0	0	0	0.126	0	0.900	0.259	0.929
Atp6v0b	Atp5o	5023254	5017883	ENSMUSP00000047682	ENSMUSP00000023677	0.139	0	0	0	0.441	0.446	0.720	0.204	0.929
